timestamp,symbol,price,quantity,is_buyer_maker
1778518200607,BTCUSDT,81651.8,0.002,False
1778518200607,BTCUSDT,81652.4,0.001,False
1778518200607,BTCUSDT,81652.5,0.001,False
1778518200607,BTCUSDT,81652.7,0.004,False
1778518200607,BTCUSDT,81652.9,0.004,False
1778518200607,BTCUSDT,81653.2,0.002,False
1778518200608,BTCUSDT,81653.5,0.002,False
1778518200611,BTCUSDT,81653.5,0.006,True
1778518200651,BTCUSDT,81653.6,0.139,False
1778518200776,BTCUSDT,81653.5,0.01,True
1778518200889,BTCUSDT,81653.5,0.143,True
1778518200972,BTCUSDT,81653.6,0.004,False
1778518200976,BTCUSDT,81653.5,0.166,True
1778518201099,BTCUSDT,81653.5,0.062,True
1778518201394,BTCUSDT,81653.5,0.021,True
1778518201564,BTCUSDT,81653.5,0.016,True
1778518201698,BTCUSDT,81653.6,0.005,False
1778518201708,BTCUSDT,81653.5,0.023,True
1778518201842,BTCUSDT,81653.5,0.074,True
1778518201888,BTCUSDT,81653.6,0.001,False
1778518201970,BTCUSDT,81653.5,0.001,True
1778518202320,BTCUSDT,81653.6,0.001,False
1778518202435,BTCUSDT,81653.5,0.147,True
1778518202435,BTCUSDT,81653.6,0.887,False
1778518202556,BTCUSDT,81653.6,0.009,False
1778518202659,BTCUSDT,81653.5,0.001,True
1778518202698,BTCUSDT,81653.6,0.007,False
1778518203075,BTCUSDT,81653.6,0.015,False
1778518203244,BTCUSDT,81653.5,0.021,True
1778518203387,BTCUSDT,81653.5,0.038,True
1778518203688,BTCUSDT,81653.5,0.002,True
1778518203874,BTCUSDT,81653.5,0.028,True
1778518203946,BTCUSDT,81653.6,0.009,False
1778518203952,BTCUSDT,81653.5,0.026,True
1778518204134,BTCUSDT,81653.5,0.263,True
1778518204300,BTCUSDT,81653.5,0.011,True
1778518204355,BTCUSDT,81653.6,0.006,False
1778518204584,BTCUSDT,81653.5,0.004,True
1778518204655,BTCUSDT,81653.6,0.571,False
1778518204793,BTCUSDT,81653.6,0.005,False
1778518204868,BTCUSDT,81653.5,0.008,True
1778518204949,BTCUSDT,81653.6,0.026,False
1778518205078,BTCUSDT,81653.6,0.005,False
1778518205280,BTCUSDT,81653.6,0.025,False
1778518205351,BTCUSDT,81653.5,0.009,True
1778518205495,BTCUSDT,81653.5,0.07,True
1778518205742,BTCUSDT,81653.5,0.003,True
1778518206124,BTCUSDT,81653.6,0.006,False
1778518206540,BTCUSDT,81653.5,0.03,True
1778518206575,BTCUSDT,81653.6,0.002,False
1778518206689,BTCUSDT,81653.6,0.009,False
1778518206916,BTCUSDT,81653.5,0.002,True
1778518207007,BTCUSDT,81653.6,0.386,False
1778518207164,BTCUSDT,81653.6,0.012,False
1778518207533,BTCUSDT,81653.6,0.002,False
1778518207723,BTCUSDT,81653.6,0.012,False
1778518207838,BTCUSDT,81653.6,0.011,False
1778518207925,BTCUSDT,81653.5,0.001,True
1778518207939,BTCUSDT,81653.6,0.061,False
1778518208163,BTCUSDT,81653.5,0.007,True
1778518208278,BTCUSDT,81653.6,0.691,False
1778518208282,BTCUSDT,81653.7,0.57,False
1778518208282,BTCUSDT,81653.8,0.001,False
1778518208282,BTCUSDT,81653.9,0.005,False
1778518208283,BTCUSDT,81654.1,0.002,False
1778518208283,BTCUSDT,81654.4,0.2,False
1778518208283,BTCUSDT,81654.6,0.001,False
1778518208283,BTCUSDT,81654.7,0.068,False
1778518208283,BTCUSDT,81654.8,0.05,False
1778518208283,BTCUSDT,81654.9,0.001,False
1778518208283,BTCUSDT,81655.0,0.001,False
1778518208283,BTCUSDT,81655.1,0.001,False
1778518208283,BTCUSDT,81655.6,0.001,False
1778518208283,BTCUSDT,81655.9,0.001,False
1778518208283,BTCUSDT,81656.0,0.002,False
